source	target	type
2242791341	ambiente	Undirected
183406792	ambiente	Undirected
162167203	ambientes	Undirected
119942322	ame	Undirected
156766479	ame	Undirected
354474291	ame	Undirected
126714093	amei	Undirected
2400495200	amei	Undirected
721099368573636608	amen	Undirected
454435362	amen	Undirected
1359473144	amen	Undirected
377598815	amen	Undirected
3081104615	amen	Undirected
2463836414	amenazar	Undirected
1055982750	amennnnnnnnnnnnn	Undirected
1055982750	amennnnnnnnnnnnnnnnnnnn	Undirected
1055982750	amennnnnnnnnnnnnnnnnnnnnnnnnnn	Undirected
1663465602	america	Undirected
42118566	america	Undirected
1587302012	american	Undirected
565852566	americano	Undirected
89618875	americanos	Undirected
3362845965	amerita	Undirected
395477576	ami	Undirected
104834449	ami	Undirected
301187616	ami	Undirected
893839015	ami	Undirected
222208810	ami	Undirected
351672327	ami	Undirected
1955101038	ami	Undirected
176184071	amig	Undirected
3389996355	amiga	Undirected
1604174509	amiga	Undirected
1373263992	amiga	Undirected
349981520	amiga	Undirected
219432146	amiga	Undirected
577362870	amiga	Undirected
69745789	amiga	Undirected
805876344	amiga	Undirected
78651416	amiga	Undirected
211715483	amiga	Undirected
2393164219	amiga	Undirected
385602345	amiga	Undirected
249410611	amiga	Undirected
2895148132	amiga	Undirected
278557970	amiga	Undirected
3404774584	amiga	Undirected
13522012	amiga	Undirected
3507293061	amiga	Undirected
2263441086	amiga	Undirected
568397579	amiga	Undirected
431092912	amigaaa	Undirected
151561586	amigas	Undirected
190395992	amigas	Undirected
485318232	amigas	Undirected
1470922604	amigas	Undirected
61305733	amigas	Undirected
253575561	amigas	Undirected
1928572999	amigas	Undirected
727707357564768257	amigas	Undirected
167626218	amigas	Undirected
134128768	amigas	Undirected
1925278825	amigas	Undirected
355584864	amigas	Undirected
97917118	amigas	Undirected
331365183	amigas	Undirected
119942322	amigas	Undirected
729285654736162816	amigas	Undirected
13522012	amigas	Undirected
327627684	amigas	Undirected
466125194	amigas	Undirected
2823872032	amigas	Undirected
1020341034	amigita	Undirected
297195168	amigo	Undirected
2996822488	amigo	Undirected
2443145500	amigo	Undirected
273795323	amigo	Undirected
279207709	amigo	Undirected
186554839	amigo	Undirected
85930961	amigo	Undirected
2278275353	amigo	Undirected
1478536394	amigo	Undirected
152873712	amigo	Undirected
702983386198110209	amigo	Undirected
965284226	amigo	Undirected
1700709246	amigo	Undirected
296406499	amigo	Undirected
1896220057	amigo	Undirected
1491585847	amigo	Undirected
750130885	amigo	Undirected
2967050109	amigo	Undirected
300876304	amigo	Undirected
624226506	amigo	Undirected
326599737	amigo	Undirected
415128374	amigo	Undirected
41001896	amigo	Undirected
1694746945	amigo	Undirected
940176085	amigo	Undirected
2573153074	amigo	Undirected
458460568	amigo	Undirected
288076653	amigo	Undirected
730856676	amigo	Undirected
379183908	amigo	Undirected
454170098	amigo	Undirected
746462550825517056	amigo	Undirected
396117650	amigo	Undirected
386185904	amigos	Undirected
729038346467545089	amigos	Undirected
739585662	amigos	Undirected
2949217277	amigos	Undirected
554902897	amigos	Undirected
2463836414	amigos	Undirected
2872093200	amigos	Undirected
2473390742	amigos	Undirected
1696906302	amigos	Undirected
2310335604	amigos	Undirected
2443145500	amigos	Undirected
95291224	amigos	Undirected
553791935	amigos	Undirected
3011821726	amigos	Undirected
589400552	amigos	Undirected
241362525	amigos	Undirected
605013467	amigos	Undirected
223211781	amigos	Undirected
219432146	amigos	Undirected
353877891	amigos	Undirected
2933222332	amigos	Undirected
840998341	amigos	Undirected
381062003	amigos	Undirected
2912244935	amigos	Undirected
15284940	amigos	Undirected
589757252	amigos	Undirected
560440203	amigos	Undirected
3735136395	amigos	Undirected
258429032	amigos	Undirected
288966869	amigos	Undirected
746556693824307200	amigos	Undirected
558223544	amigos	Undirected
167626218	amigos	Undirected
139824862	amigos	Undirected
201456694	amigos	Undirected
1385375114	amigos	Undirected
98934100	amigos	Undirected
18175617	amigos	Undirected
287729845	amigos	Undirected
146942129	amigos	Undirected
3398157268	amigos	Undirected
2877085457	amigos	Undirected
244343446	amigos	Undirected
18729466	amigos	Undirected
2939078896	amigos	Undirected
2192612209	amigos	Undirected
148912523	amigos	Undirected
1029839803	amigos	Undirected
144556939	amigos	Undirected
327752186	amigos	Undirected
2163769756	amiguis	Undirected
3290865046	amiguita	Undirected
2232981872	amiguitas	Undirected
4374118517	amiguitos	Undirected
386185904	amiguitos	Undirected
148828513	amis	Undirected
745386803167789058	amistad	Undirected
288966869	amistad	Undirected
120828987	amistad	Undirected
112163686	amistad	Undirected
465118522	amistad	Undirected
730856676	amistad	Undirected
369758788	amistad	Undirected
1639198562	amistad	Undirected
287370902	amistad	Undirected
2723022979	amistad	Undirected
2835601896	amistad	Undirected
2699454141	amistad	Undirected
24041958	amistad	Undirected
265205363	amistades	Undirected
193985565	amistades	Undirected
554009654	amistosos	Undirected
135633854	amix	Undirected
2984853747	amix	Undirected
2608347727	amnesia	Undirected
458460568	amnistía	Undirected
537545354	amo	Undirected
2388133417	amo	Undirected
178501569	amo	Undirected
2429141982	amo	Undirected
1491585847	amo	Undirected
1629017545	amo	Undirected
344525527	amo	Undirected
994096224	amo	Undirected
3132059860	amo	Undirected
101379290	amo	Undirected
2835601896	amo	Undirected
3232402179	amoo	Undirected
497151122	amooo	Undirected
939393300	amoooo	Undirected
1892088300	amooooo	Undirected
69745789	amoooooo	Undirected
3449346081	amooooooo	Undirected
2939078896	amoooor	Undirected
307053699	amoorrr	Undirected
939934207	amor	Undirected
366400322	amor	Undirected
1002874176	amor	Undirected
2933222332	amor	Undirected
327752186	amor	Undirected
217606892	amor	Undirected
1614060590	amor	Undirected
2541365504	amor	Undirected
355584864	amor	Undirected
3000437689	amor	Undirected
161064030	amor	Undirected
370398487	amor	Undirected
3031756792	amor	Undirected
258429032	amor	Undirected
2723022979	amor	Undirected
160612705	amor	Undirected
586534440	amor	Undirected
898160658	amor	Undirected
354459765	amor	Undirected
1525994816	amor	Undirected
71123010	amor	Undirected
165971852	amor	Undirected
1020341034	amor	Undirected
1348221673	amor	Undirected
2593776893	amor	Undirected
329742856	amor	Undirected
2428114045	amor	Undirected
1694746945	amor	Undirected
509791174	amor	Undirected
322203077	amor	Undirected
212781126	amor	Undirected
76413736	amor	Undirected
2192612209	amor	Undirected
165172294	amor	Undirected
2393164219	amor	Undirected
433762102	amor	Undirected
906513870	amor	Undirected
232458213	amor	Undirected
41001896	amor	Undirected
2249400512	amor	Undirected
2952312405	amor	Undirected
3508787326	amor	Undirected
152127144	amor	Undirected
430271228	amor	Undirected
325871252	amor	Undirected
2324616624	amor	Undirected
118107251	amor	Undirected
308664457	amor	Undirected
335671327	amor	Undirected
231528757	amor	Undirected
190705291	amor	Undirected
385523410	amor	Undirected
318810740	amor	Undirected
26784897	amor	Undirected
466924002	amor	Undirected
376491191	amor	Undirected
2458842565	amor	Undirected
138162589	amor	Undirected
194254517	amor	Undirected
564100217	amor	Undirected
194285073	amor	Undirected
149915311	amor	Undirected
2329472066	amor	Undirected
4808228301	amor	Undirected
305919063	amor	Undirected
371007333	amor	Undirected
3346943735	amor	Undirected
295262744	amor	Undirected
3981864015	amor	Undirected
2267308529	amor	Undirected
3398157268	amor	Undirected
2671098944	amor	Undirected
299948516	amor	Undirected
729038346467545089	amor	Undirected
131858703	amor	Undirected
518132407	amor	Undirected
307500542	amor	Undirected
435236923	amor	Undirected
1385375114	amor	Undirected
293247520	amor	Undirected
553791935	amor	Undirected
434665733	amor	Undirected
3290865046	amor	Undirected
2188096355	amor	Undirected
106180270	amor	Undirected
245952481	amor	Undirected
706565063	amor	Undirected
227063269	amor	Undirected
1894169083	amor	Undirected
175845657	amor	Undirected
156806312	amor	Undirected
193918972	amor	Undirected
81788448	amor	Undirected
391602042	amor	Undirected
55997879	amor	Undirected
1493216839	amor	Undirected
466125194	amor	Undirected
349929041	amor	Undirected
3130079939	amor	Undirected
30795592	amor	Undirected
1311835567	amor	Undirected
115995214	amor	Undirected
3797275876	amor	Undirected
2939078896	amor	Undirected
322078611	amor	Undirected
3076843471	amor	Undirected
965000018	amor	Undirected
553909607	amor	Undirected
1335212304	amor	Undirected
96898947	amor	Undirected
1900454335	amor	Undirected
2750717061	amor	Undirected
1573263488	amor	Undirected
1218805825	amor	Undirected
2996822488	amor	Undirected
409274122	amor	Undirected
369758788	amor	Undirected
247869676	amor	Undirected
263465864	amor	Undirected
289679934	amor	Undirected
1384120724	amor	Undirected
396117650	amor	Undirected
76034062	amor	Undirected
326399987	amor	Undirected
1563569179	amor	Undirected
2835601896	amor	Undirected
721099368573636608	amor	Undirected
160018980	amor	Undirected
307336961	amor	Undirected
3373573601	amor	Undirected
281771120	amor	Undirected
438478720	amor	Undirected
2840847243	amor	Undirected
624226506	amor	Undirected
95834874	amor	Undirected
46372786	amor	Undirected
2420033737	amor	Undirected
275340013	amor	Undirected
225945264	amor	Undirected
746556693824307200	amor	Undirected
1027354242	amor	Undirected
552263809	amor	Undirected
543998546	amor	Undirected
78651416	amor	Undirected
358456472	amor	Undirected
281328786	amor	Undirected
48911508	amor	Undirected
307053699	amor	Undirected
2183457530	amor	Undirected
227476131	amor	Undirected
371895164	amor	Undirected
3242791859	amor	Undirected
156104912	amor	Undirected
2521149697	amor	Undirected
511950612	amor	Undirected
624226506	amorcito	Undirected
2579133014	amorcito	Undirected
226932303	amorcito	Undirected
3389996355	amores	Undirected
1403892384	amores	Undirected
152127144	amores	Undirected
3878575115	amores	Undirected
191093378	amores	Undirected
167651102	amores	Undirected
198946201	amores	Undirected
2939078896	amores	Undirected
1470922604	amorosa	Undirected
307053699	amorr	Undirected
2397955464	amorrr	Undirected
83158652	amorrr	Undirected
156806312	amorrrrr	Undirected
210934974	amorrrrrr	Undirected
154962344	amorrrrrrr	Undirected
805686648	amorsi-to-ito	Undirected
608620925	amorsito	Undirected
180217114	amort	Undirected
260268494	amount	Undirected
278964400	ampliacion	Undirected
263418736	ampliacion	Undirected
200468038	ampliación	Undirected
410861950	amr	Undirected
42118566	amx	Undirected
2858061076	amy	Undirected
91282238	amy	Undirected
572643946	amándote	Undirected
4928013196	amém	Undirected
2254145198	amém	Undirected
123422195	amén	Undirected
410861950	amén	Undirected
139540219	amén	Undirected
284151262	amén	Undirected
90475043	américa	Undirected
117592799	américa	Undirected
448504136	américa	Undirected
231921150	américas	Undirected
235332713	an	Undirected
405235236	an	Undirected
17916058	ana	Undirected
2192612209	ana	Undirected
1094301498	anagracep	Undirected
126710787	anais	Undirected
2696424289	anamnesis	Undirected
216030481	anapoima	Undirected
495473556	anapoima	Undirected
885525002	anaranjado	Undirected
2696424289	anathema	Undirected
1218805825	ancha	Undirected
619294138	anciana	Undirected
2176418807	ancioso	Undirected
38178268	and	Undirected
750148320	and	Undirected
20803430	and	Undirected
280761069	and	Undirected
82490924	and	Undirected
587974402	and	Undirected
2331080752	and	Undirected
110030443	and	Undirected
42118566	and	Undirected
3161489278	and	Undirected
61732880	and	Undirected
4596732143	and	Undirected
2276203030	and	Undirected
62999153	and	Undirected
329197447	and	Undirected
165831330	and	Undirected
245945870	and	Undirected
59964761	and	Undirected
319276032	and	Undirected
2922200013	and	Undirected
201859434	and	Undirected
4842491773	and	Undirected
252362572	and	Undirected
602506633	and	Undirected
2174703386	and	Undirected
230788749	and	Undirected
21278719	and	Undirected
729285654736162816	and	Undirected
71162335	and	Undirected
333102982	and	Undirected
1218805825	and	Undirected
1920381474	and	Undirected
90475043	and	Undirected
2192612209	anda	Undirected
107598401	andaba	Undirected
167636848	andam	Undirected
2840847243	andante	Undirected
4144760902	andanzas	Undirected
51541617	andas	Undirected
87999425	andas	Undirected
1195614883	andas	Undirected
219019821	andas	Undirected
232458213	andas	Undirected
268582887	andas	Undirected
359534949	andas	Undirected
578524194	andemos	Undirected
718649471	ando	Undirected
721122190146596865	ando	Undirected
77077497	ando	Undirected
711695599998005248	ando	Undirected
353877891	ando	Undirected
2192612209	ando	Undirected
190765500	ando	Undirected
396117650	andrealandia	Undirected
60119896	andreita	Undirected
1604363233	andres	Undirected
1182074978	android	Undirected
145394188	android	Undirected
49723053	andrés	Undirected
410861950	andrés	Undirected
360657556	andrés	Undirected
194400022	andy	Undirected
897750158	angel	Undirected
277777156	angelica	Undirected
4190958729	angelito	Undirected
4554116175	angelito	Undirected
1232362165	angelitos	Undirected
1920381474	angely	Undirected
2924003669	angeu	Undirected
1383349206	angie	Undirected
1063038325	angustia	Undirected
139296691	angustias	Undirected
1184276251	anhelo	Undirected
162167203	anhelo	Undirected
145014712	anhelo	Undirected
178501569	anillo	Undirected
307053699	animaaal	Undirected
721099368573636608	animal	Undirected
268563415	animal	Undirected
188885751	animal	Undirected
2885249943	animal	Undirected
334754869	animal	Undirected
204169940	animales	Undirected
206818387	animales	Undirected
2996822488	animarme	Undirected
457117809	animation	Undirected
194811402	animes	Undirected
373637530	anissa	Undirected
167651102	aniston	Undirected
2671098944	anitta	Undirected
2671098944	anittalizou	Undirected
2593776893	aniversario	Undirected
2199823890	anjo	Undirected
339715629	annie	Undirected
75292864	anniversary	Undirected
2305782774	announcement	Undirected
729285654736162816	annoy	Undirected
453702773	anoche	Undirected
98053819	anochecido	Undirected
2305782774	anonymous	Undirected
2696424289	anos	Undirected
1253203170	anos	Undirected
1478536394	anos	Undirected
333499339	anos	Undirected
2400495200	anos	Undirected
2165997138	another	Undirected
20803430	another	Undirected
105651598	another	Undirected
1941624355	ansias	Undirected
339715629	ansiedad	Undirected
1714312448	ant	Undirected
729038346467545089	antartida	Undirected
38045676	anterior	Undirected
1114869834	anterior	Undirected
179710447	antes	Undirected
357587351	anthony	Undirected
197856065	antier	Undirected
458094071	antiestrés	Undirected
47122359	antigua	Undirected
721099368573636608	antiguo	Undirected
180587337	antiguo	Undirected
259099239	antiguo	Undirected
374048810	antioquia	Undirected
548088329	antioquia	Undirected
559415987	antioquia	Undirected
372558812	antioquia	Undirected
61732880	antojo	Undirected
130277503	antojo	Undirected
1650565824	antojos	Undirected
965284226	antologia	Undirected
185459696	antonio	Undirected
1126193143	antonio	Undirected
3362845965	antropólogo	Undirected
3094511686	anuel	Undirected
458460568	anuente	Undirected
335671327	any	Undirected
248976340	anybody	Undirected
109512160	anyone	Undirected
230788749	anything	Undirected
110030443	anyway	Undirected
2247649651	anís	Undirected
2400495200	anônimo	Undirected
3491156477	ao	Undirected
3348425236	ao	Undirected
4639662977	ao	Undirected
497902664	aonde	Undirected
194316300	apagaos	Undirected
1311835567	apagarme	Undirected
3198496240	apaixonada	Undirected
353420634	apareces	Undirected
2658377716	apareces	Undirected
366812786	aparecio	Undirected
1894169083	apariencia	Undirected
288966869	aparte	Undirected
202021730	apasionado	Undirected
84467509	apelido	Undirected
2334090014	apellido	Undirected
148912523	apertura	Undirected
187397892	apertura	Undirected
263418736	apestosa	Undirected
223211781	aplausos	Undirected
2939078896	aplausos	Undirected
322426922	aplicación	Undirected
147373118	aplicativo	Undirected
611995346	aplico	Undirected
141863818	apocalipsis	Undirected
1075267482	apocaliptico	Undirected
1075267482	apocalíptico	Undirected
1838243006	apodo	Undirected
4766531708	apoio	Undirected
204091381	aponte	Undirected
2254142444	apoya	Undirected
102459186	apoyados	Undirected
3735136395	apoyemos	Undirected
2723022979	apoyo	Undirected
4860690358	apoyo	Undirected
746002153718845441	apoyo	Undirected
188045070	apoyo	Undirected
30795592	apoyo	Undirected
863300269	app	Undirected
322426922	app	Undirected
90475043	apparently	Undirected
3362845965	apra	Undirected
2914297788	aprecio	Undirected
2192612209	aprendan	Undirected
2557864188	aprendes	Undirected
350950295	apretadita	Undirected
3362845965	apristas	Undirected
86581993	aprovecha	Undirected
2933222332	apuesto	Undirected
265193987	apátrida	Undirected
729285654736162816	aquelas	Undirected
367463372	aquella	Undirected
76034062	aquellas	Undirected
708511151613677568	aqui	Undirected
259099239	aqui	Undirected
265205363	aqui	Undirected
353877891	aqui	Undirected
176959471	aqui	Undirected
2463836414	aqui	Undirected
2952312405	aqui	Undirected
584353966	aqui	Undirected
96898947	aqui	Undirected
271097551	aqui	Undirected
41001896	aqui	Undirected
363966489	aqui	Undirected
811695457	aqui	Undirected
156008764	aqui	Undirected
113779973	aqui	Undirected
227063269	aquienelpadreenviaráenminombre	Undirected
76413736	aquí	Undirected
188885751	aquí	Undirected
2835601896	ara	Undirected
3161489278	arabian	Undirected
858797131	araganes	Undirected
858797131	aragonés	Undirected
4827701994	aragua	Undirected
4827701994	aragua-maracay	Undirected
370761760	arauca	Undirected
2429141982	araña	Undirected
3348425236	araújo	Undirected
188885751	arca	Undirected
3088887627	arcangel	Undirected
311864397	arcoiris	Undirected
281328786	ardiente	Undirected
136717881	ardientes	Undirected
214336834	ardon	Undirected
69827429	are	Undirected
349502595	are	Undirected
634950417	are	Undirected
1924177310	are	Undirected
247499107	are	Undirected
602506633	are	Undirected
1624510530	are	Undirected
979807716	are	Undirected
1078253940	are	Undirected
82490924	are	Undirected
42118566	are	Undirected
90475043	are	Undirected
351672327	are	Undirected
1384120724	are	Undirected
244592074	are	Undirected
62999153	are	Undirected
354459765	are	Undirected
3642467481	areley31	Undirected
194811402	arem	Undirected
17067484	arena	Undirected
447564364	arena	Undirected
194599556	arena	Undirected
141404112	arena	Undirected
487145742	arenaaaaa	Undirected
118901460	arepa	Undirected
2178990775	arepa	Undirected
1177121946	arepa	Undirected
2443145500	arepitas	Undirected
858800774	arequipe	Undirected
1696906302	aretes	Undirected
1470922604	argentina	Undirected
215005974	argentina	Undirected
259099239	argentina	Undirected
206473161	argentina	Undirected
187656959	argentina	Undirected
3797275876	argentina	Undirected
602506633	argue	Undirected
151728299	argumento	Undirected
35193358	argumento	Undirected
11811092	argumentos	Undirected
2463836414	argumentos	Undirected
2420033737	argumentos	Undirected
332309818	ariana	Undirected
3874082105	ariana	Undirected
739340490554892288	arica	Undirected
149701994	arjona	Undirected
1110634429	arka	Undirected
149254932	arka	Undirected
63563789	arley	Undirected
458460568	arma	Undirected
145501525	arma	Undirected
265205363	armaaa	Undirected
2939078896	armao	Undirected
619294138	armas	Undirected
145377352	armas	Undirected
95141962	armas	Undirected
350366556	armenia	Undirected
2282740447	armenia	Undirected
2696424289	arms	Undirected
183859821	army	Undirected
2696424289	armênio	Undirected
4594875691	arnulfismo	Undirected
4138898505	arnés	Undirected
721099368573636608	aron	Undirected
448504136	arosemena	Undirected
82490924	around	Undirected
814473102	arquero	Undirected
194694385	arquitecto	Undirected
4594875691	arraijan	Undirected
2183457530	arrancala	Undirected
238003029	arranques	Undirected
328588436	arrebato	Undirected
232971673	arrechante	Undirected
608691343	arrecharme	Undirected
2952312405	arrechas	Undirected
498501888	arrechera	Undirected
265507075	arrechera	Undirected
315918406	arrechera	Undirected
498501888	arrecheraaa	Undirected
353877891	arrecheras	Undirected
356830564	arrecheras	Undirected
141863818	arrechisimaaaaaaa	Undirected
2699396568	arrechitos	Undirected
434665733	arreglandome	Undirected
434665733	arreglarme	Undirected
721099368573636608	arrepentimiento	Undirected
140658894	arrepentirte	Undirected
2249400512	arrepientes	Undirected
939934207	arrepientes	Undirected
811695457	arriba	Undirected
46419865	arrive	Undirected
558222029	arroyo	Undirected
15284940	arroz	Undirected
101940422	arroz	Undirected
2861996363	arroz	Undirected
577362870	arroz	Undirected
147254948	arroz	Undirected
503180646	arrugada	Undirected
353877891	arrugado	Undirected
339173600	arruinada	Undirected
801605852	arrunchis	Undirected
1455240200	art	Undirected
602506633	art	Undirected
241249305	art	Undirected
265232278	art	Undirected
1455240200	art187ords	Undirected
318810740	arte	Undirected
102835719	arte	Undirected
348027006	arte	Undirected
356309419	arte	Undirected
264431689	arte	Undirected
368670391	arte	Undirected
3389996355	arteeeee	Undirected
466952241	arterial	Undirected
395600034	artes	Undirected
966675986	artista	Undirected
1455240200	arts	Undirected
230788749	artículos	Undirected
3364444121	artístico	Undirected
1470922604	aruba	Undirected
273170179	aruba	Undirected
750130885	aruba	Undirected
194599556	aruba	Undirected
273170179	arubasummermusicfestival	Undirected
2307434274	arveze	Undirected
339413309	arévalo	Undirected
812352440	as	Undirected
602506633	as	Undirected
3939951317	as	Undirected
1664070661	as	Undirected
321633959	as	Undirected
306826292	as	Undirected
134517037	as	Undirected
220057539	as	Undirected
197589588	as	Undirected
2696424289	as	Undirected
3198496240	as	Undirected
587974402	as	Undirected
2307434274	as	Undirected
238992604	as	Undirected
729285654736162816	as	Undirected
40793105	as	Undirected
368100064	as	Undirected
842874800	as	Undirected
222324280	as	Undirected
218965202	as	Undirected
468660774	as	Undirected
750148320	as	Undirected
40689729	as	Undirected
134517037	asas	Undirected
312432586	ascencion	Undirected
2393164219	asco	Undirected
3238247428	asco	Undirected
276212538	asco	Undirected
303405376	asco	Undirected
737866815175569409	asco	Undirected
547166771	asco	Undirected
102835719	asco	Undirected
476174864	asco	Undirected
353877891	asdjlasjfñsldjasfl	Undirected
353877891	asdlkasjdlka	Undirected
237932566	asegurado	Undirected
2294734330	asesinaaaaaaaaaaa	Undirected
276079158	asesino	Undirected
498501888	asesino	Undirected
354353208	ash	Undirected
1587302012	ash	Undirected
2178990775	asha	Undirected
194811402	ashagsha	Undirected
729285654736162816	ashamed	Undirected
301187616	ashhhh	Undirected
466125194	ashudín	Undirected
2215965895	asi	Undirected
323320090	asi	Undirected
120828987	asi	Undirected
265205363	asi	Undirected
731720311318646784	asi	Undirected
517964376	asi	Undirected
310242050	asi	Undirected
1075267482	asi	Undirected
2760392727	asi	Undirected
231089160	asi	Undirected
2525918616	asi	Undirected
2463836414	asi	Undirected
2835601896	asi	Undirected
730206748687147008	asi	Undirected
1151980076	asi	Undirected
130310377	asi	Undirected
332309818	asi	Undirected
786196795	asi	Undirected
190765500	asi	Undirected
1700709246	asi	Undirected
1838243006	asi	Undirected
1220167735	asi	Undirected
624226506	asi	Undirected
2392901138	asi	Undirected
315918406	asi	Undirected
353420634	asi	Undirected
1955101038	asi	Undirected
2192612209	asi	Undirected
2514383006	asi	Undirected
708511151613677568	asi	Undirected
523361126	asi	Undirected
353877891	asi	Undirected
1218805825	asi	Undirected
201456694	asi	Undirected
274583629	asido	Undirected
863300269	asiento	Undirected
729038346467545089	asiento	Undirected
180632310	asignadas	Undirected
383556641	asii	Undirected
2922222515	asiii	Undirected
291479164	asistente	Undirected
230788749	ask	Undirected
2389187166	ask	Undirected
110030443	asked	Undirected
353877891	askldhakfja	Undirected
809618317	asma	Undirected
180632310	asombro	Undirected
3358089953	asombroso	Undirected
88002260	aspect	Undirected
1087627454	aspecto	Undirected
2242791341	aspera	Undirected
353408833	asperos	Undirected
87999425	asquerosa	Undirected
288966869	asquerosas	Undirected
700803421394354176	asquerosidad	Undirected
1020341034	asquito	Undirected
127133897	asquito	Undirected
1494195732	asshole	Undirected
2199823890	assim	Undirected
1664070661	assim	Undirected
433762102	assisto	Undirected
146942129	astral	Undirected
339715629	astrofísica	Undirected
130277503	astronauta	Undirected
716692642499850242	asu	Undirected
127399472	asustado	Undirected
1218805825	así	Undirected
2939078896	así	Undirected
2331080752	at	Undirected
134136321	at	Undirected
381860705	at	Undirected
198203744	at	Undirected
77922986	at	Undirected
55757727	at	Undirected
374048810	at	Undirected
627649588	at	Undirected
15267986	at	Undirected
1398453500	at	Undirected
151347936	at	Undirected
286945005	at	Undirected
350366556	at	Undirected
107399407	at	Undirected
39167940	at	Undirected
280761069	at	Undirected
1069234963	at	Undirected
506801327	at	Undirected
42118566	at	Undirected
34918900	at	Undirected
84987274	at	Undirected
197476188	at	Undirected
215005974	at	Undirected
49723053	at	Undirected
3243882225	at	Undirected
187595465	at	Undirected
2749928723	at	Undirected
319392051	at	Undirected
60119896	ataca	Undirected
2984853747	atacadas	Undirected
1862006665	ataques	Undirected
536556415	ataques	Undirected
277777156	atarvana	Undirected
270725057	atemporal	Undirected
553791935	atención	Undirected
901273962	atención	Undirected
429894174	atención	Undirected
194811402	atención	Undirected
123020762	atención	Undirected
79348126	atención	Undirected
105028875	atención	Undirected
3389996355	atención	Undirected
3364444121	atención	Undirected
141404112	athemay	Undirected
2448291019	athemay	Undirected
1935488797	athemay	Undirected
341036536	atl	Undirected
747310452	atl	Undirected
130864027	atlantico	Undirected
187363862	atletico	Undirected
552263809	atorándome	Undirected
93527668	atraparme	Undirected
14217979	atrasados	Undirected
292589886	atrevimiento	Undirected
1253203170	atriz	Undirected
2723601820	atrrreevido	Undirected
1320836096	att	Undirected
2696424289	atwa	Undirected
2178990775	atún	Undirected
253687499	audi	Undirected
3348425236	audiencia	Undirected
302872962	audiencia	Undirected
289679934	audifonos	Undirected
2334090014	audifonos	Undirected
353877891	audifonos	Undirected
298269475	audio	Undirected
3301834204	audios	Undirected
2861996363	audífonos	Undirected
603223850	audífonos	Undirected
356396662	auehuae	Undirected
2910233727	aug	Undirected
356396662	aula	Undirected
2249400512	aunque	Undirected
1330504478	aurora	Undirected
590135532	aus	Undirected
177335863	ausencia	Undirected
184626178	ausenciaaaa	Undirected
1232362165	ausencias	Undirected
318810740	ausente	Undirected
19057251	australia	Undirected
148828513	autentica	Undirected
1075267482	auto	Undirected
729038346467545089	autobús	Undirected
3933570315	autocorrector	Undirected
2808563152	autocorrector	Undirected
396117650	autoestima	Undirected
729038346467545089	autoestima	Undirected
284854817	autopista	Undirected
274583629	autoridad	Undirected
151728299	autoridad	Undirected
1110501908	autorización	Undirected
123422195	autógrafo	Undirected
288966869	auxilio	Undirected
1151980076	auxilio	Undirected
2324616624	ava	Undirected
396117650	avalanche	Undirected
100109429	avance	Undirected
388012768	avatar	Undirected
2608347727	avatar	Undirected
214564845	avatar	Undirected
512692508	avatar	Undirected
107864004	ave	Undirected
619294138	ave	Undirected
2337013339	aveces	Undirected
553791935	aveces	Undirected
2373460475	aveces	Undirected
706565063	aveces	Undirected
180134157	aveces	Undirected
2458842565	aveces	Undirected
275340013	aveces	Undirected
468660774	avenida	Undirected
931025516	aventura	Undirected
1311835567	aventura	Undirected
217146330	aventuras	Undirected
288966869	avila	Undirected
263465864	avion	Undirected
1075267482	avisados	Undirected
3020185499	aviso	Undirected
278852910	avisos	Undirected
1362096025	avivamiento	Undirected
612962481	avión	Undirected
245952481	avión	Undirected
1470922604	avión	Undirected
140478307	awaking	Undirected
528718949	away	Undirected
2396659537	away	Undirected
230788749	awebasones	Undirected
602506633	awesome	Undirected
353877891	awsssss	Undirected
602506633	aww	Undirected
57842424	awwwww	Undirected
2443145500	ay	Undirected
857385949	ay	Undirected
1218805825	aya	Undirected
262882998	ayala	Undirected
760666261	ayer	Undirected
162522787	ayer	Undirected
536556415	ayet	Undirected
162522787	ayios	Undirected
321144467	ayora	Undirected
3132059860	ayuda	Undirected
3735136395	ayuda	Undirected
2835601896	ayuda	Undirected
164382686	ayuda	Undirected
3166857461	ayuda	Undirected
102769344	ayuda	Undirected
353877891	ayudaaaaaa	Undirected
2835601896	ayudarte	Undirected
4827701994	ayudeme	Undirected
275340013	ayudándolo	Undirected
721099368573636608	ayuno	Undirected
332547748	ayy	Undirected
731549909753704449	ayy	Undirected
410861950	ayyy	Undirected
1421399868	ayyy	Undirected
716692642499850242	ayyy	Undirected
160401472	ayyy	Undirected
332547748	ayyy	Undirected
2337615093	ayyy	Undirected
1531507358	ayyy	Undirected
149285095	ayyyu	Undirected
187397892	ayyyy	Undirected
154962344	ayyyy	Undirected
368049069	ayyyyy	Undirected
513262491	ayyyyy	Undirected
2895148132	ayyyyyyyyyyyyyyyyyyy	Undirected
350950295	ayñ	Undirected
258429032	ayúdame	Undirected
26353234	ayúdame	Undirected
332309818	azalea	Undirected
70876546	azealia	Undirected
63487335	azul	Undirected
259099239	azul	Undirected
136717881	azules	Undirected
288966869	azúcar	Undirected
2279736750	azúcar	Undirected
201515412	azúcar	Undirected
2324616624	añitos	Undirected
