source	target
92789941	buenas
278852910	buenas
2723022979	buenas
797725368	buenas
2397955464	buenas
130399969	buenas
3398157268	buenas
360657556	buenas
183868707	buenas
2393164219	buenas
1472210748	buenas
231089160	buenas
163180536	buenas
4450653388	buenas
190705291	bueni
287729845	buenisima
2424693336	buenisimo
279304406	bueno
2192612209	bueno
410861950	bueno
786196795	bueno
30795592	bueno
331365183	bueno
156806312	bueno
4860690358	bueno
117592799	bueno
2964593841	bueno
43896804	bueno
717001750130065408	bueno
2916320056	bueno
315918406	bueno
191093378	bueno
3364444121	bueno
2159807096	bueno
415810916	bueno
3191730642	bueno
389796388	bueno
98934100	bueno
422762705	bueno
845574151	bueno
711823590	bueno
546585483	bueno
716692642499850242	bueno
100205849	bueno
300597174	bueno
702983386198110209	bueno
2448128524	bueno
2247649651	bueno
2835601896	bueno
1228929266	bueno
353877891	bueno
117292197	bueno
129349969	bueno
346908848	bueno
837908755	bueno
2178990775	bueno
2176418807	bueno
363831960	bueno
589614272	bueno
1218805825	bueno
360657556	bueno
204158961	bueno
138887322	bueno
529720343	bueno
265205363	bueno
1311835567	bueno
1700709246	bueno
430271228	bueno
204169940	bueno
420300294	bueno
586534440	bueno
172099878	bueno
1151980076	bueno
356830564	bueno
849578912	bueno
379433675	bueno
2939078896	bueno
167626218	bueno
194282519	bueno
332626891	bueno
318570666	bueno
321677787	bueno
827423221	bueno
194811402	bueno
250420254	bueno
313477433	bueno
4594875691	bueno
2162059344	bueno
2743173766	bueno
144352139	bueno
221629950	bueno
1360381442	buenona
2239798057	buenos
2463836414	buenos
1623881773	buenos
399675775	buenos
222208810	buenos
172099878	buenos
2608347727	buenos
101569103	buenos
194811402	buenos
575447663	buenos
57365546	buenos
34232446	buenos
2794569019	buenos
423910682	buenos
215005974	buenos
1218805825	buenos
214564845	buenos
721122190146596865	buenísima
529720343	buenísimo
140459018	buenísimo
278964400	bufalo
3089936465	buga
264884568	bugaba
67124560	bugado
67124560	buggy
2178990775	buhbuhb
3161489278	built
425313348	buitre
596744986	bulling
339436717	bullshit
353380467	bullying
745697220092133376	bulto
745697220092133376	bultos
222324280	bumba
2227516212	bundinha
2696424289	bunnymen
238003029	burda
194829077	burda
288966869	burda
277055646	burda
353877891	burda
353877891	burgués
26994290	burgués
194788799	burla
991354440	burla
194811402	burleishon
3161489278	burlesque
296353169	burn
439566670	burning
1115183952	burning
259099239	burritos
4190958729	burro
445661451	burro
127399472	burro
188885751	bus
187397892	bus
186554839	bus
258429032	busca
396117650	busca
512441590	busca
142166235	buscando
564100217	buscarlas
834584682	buscarme
258429032	buscarnos
729038346467545089	buscas
2933222332	buscate
207565352	buses
353877891	bush
737866815175569409	busqueda
4827701994	busqueme
220057539	but
3161489278	but
987783169	but
1078253940	but
750148320	but
433762102	but
710208831	but
230788749	but
2331080752	but
321048493	but
602506633	but
729285654736162816	but
119137079	but
4842491773	but
354459765	but
385821360	butaka
3364444121	buu
130277503	buurda
2486210340	buy
247458613	buy
311036753	by
596744986	by
59266707	by
2696424289	by
42118566	by
118692100	by
105651598	by
280761069	by
750148320	by
147254948	by:@garedfuentes
1449503694	bye
792718956	bye
898160658	bye
800754240	bye
1646429832	bye
1604363233	bye
2936236240	bye
2933222332	bye
1119586958	bye
954448399	bye
1383349206	bye
797725368	byesito
367463372	báilame
1470922604	bárbara
3373573601	básico
746556693824307200	bésala
59641407	bêbada
178501569	bóxer
193490533	búscanos
4692770360	búscate
421970534	búsqueda
315918406	búsqueda
82490924	c
143265577	c
339173600	c
79375880	c
194811402	c
195223776	c
2608347727	c
229352625	c
2307434274	c
586534440	c
146667865	c
320858881	c
248574564	c
353420634	c
2550839051	c
311678155	c
2400495200	c
178501569	c
54289701	c
577362870	c
109126744	c
542536067	c
381062003	c
112621449	c
120853774	c
444071638	c.
138228297	c.
1110501908	c.c.
245945870	ca
230788749	ca
3166857461	ca
239527486	ca
333102982	ca
4584280276	ca
267873146	ca
1581736753	ca
247458613	ca
41001896	ca
2939078896	caaasaaadoraaa
1435726286	cabaio
178501569	cabala
991354440	cabalgándome
790510243	caballeros
539936195	cabellera
1470922604	cabello
805686648	cabello
553909607	cabello
360657556	cabello
935536740	cabello
54289701	cabello
563215263	cabellona
55997879	cabelo
1253203170	cabelo
2400495200	cabelo
2939078896	cabeza
188788587	cabeza
386185904	cabeza
4860690358	cabeza
548709311	cabeza
322426922	cabeza
219019821	cabeza
51541617	cabeza
1738040706	cabeza
241380947	cabeza
114355750	cabeza
2658377716	cabeza
551612365	cabeza
3099596735	cabeza
375300522	cabeza
95834874	cabeza
268582887	cabeza
1413850776	cabeza
729038346467545089	cabeza
192962160	cabeza
154962344	cabeza
358474651	cabeza
464080324	cabeza
2357643095	cabeza
263465864	cabeza
716295817	cabeza
254277716	cabeza
4190958729	cabeza
232458213	cabezaaaa
54391217	cabezas
103367522	cabezas
197904088	cabeça
221495756	cabeça
128715803	cabilla
197777293	cabimas
4190958729	cabo
69745789	cabreiro
424417383	cabrera
737866815175569409	cabron
2428114045	cabron
818428777	cabronas
2696424289	cachaça
119942322	cacheteros
212764706	cachetes
285951837	cachetona
901273962	cachitos
290744311	cacho
258017762	cachorro
1253203170	cachos
2916320056	cachudo
1270270346	cacorrita
3348425236	cada
4746190275	cadela
301187616	cadáver
3242804955	caeria
336808509	caerte
14260426	cafe
1556881424	cafe
258490835	cafe
1561597477	cafe
79375880	cafetal
83241396	cafetería
135012750	café
313477433	café
2192612209	café
441214660	café
353877891	café
265193987	café
2588418271	café
1218805825	caga
127399472	cagado
2939078896	cagao
2235560507	cagarme
3383281671	cagarme
458788478	cagas
359534949	cagausss
172159885	cagação
49084559	cago
247458613	cagón
1210305776	caiie
2696424289	caio
106086143	caja
1154830740	caja
472383016	caja
746522074529792000	cajamarca
410861950	cajasan
2931397085	cajero
2373460475	cajero
315918406	cajita
15284940	cake
785819604	cal
93081811	cala
373637530	calamares
746522074529792000	calarca
101940422	caldero
388012768	calentones
339173600	calentura
86849344	calenturientos
605013467	caleto
3209225913	cali
229901583	cali
26784897	cali
295389012	cali
309993963	cali
1372266338	cali
535606511	cali
200468038	calidad
2463836414	calidad
144641131	caliente
2788427104	caliente
311689555	caliente
363831960	california
394245811	california
165511213	caligaris
353420634	caligueva
14260426	calima
2939078896	caliweba
858800774	call
42118566	call
230788749	call
46419865	call
319923274	call
147318316	callada
709597784	callare
381704573	callate
3290703303	callate
1470922604	callate
201515412	calle
265205363	calle
318810740	calle
127133897	calle
288966869	calle
353380467	calle
458460568	calle
1019039480	calle
1698167359	calle
1218805825	calle
259099239	calles
172818772	calles
410861950	calles
2192612209	calles
302872962	calleseeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
468660774	calm
2699396568	calma
195245230	calma
4190958729	calma
264159078	calma
396117650	calmano
512441590	calmarno
710143398	calmarno
2917747035	calmarnoos
321563663	calmate
2199960344	calor
1074592592	calor
148859927	calor
2192612209	calor
2861996363	calor
350950295	calor
86849344	calor
325278688	calor
987783169	calum
3491156477	calum
93473152	calvo
410861950	calvo
64411187	calçadas
42118566	cam
3019468000	cam
318810740	cama
603223850	cama
201515412	cama
2178990775	cama
28923883	cama
729285654736162816	cama
406504287	cama
991354440	cama
2199960344	cama
79348126	cama
332309818	cama
66794166	cama
282662529	cama
276190465	cama
1470922604	cama
190705291	cama
410861950	cama
258429032	cama
197468290	cama
317252745	cama
2281209522	cama
729038346467545089	cama
1177121946	cama
353877891	cama
155277663	cama
1894169083	camacho
221629950	camarada
195568497	camarada
101940422	camarón
2840847243	cambiarlo
305103941	cambias
2285688054	cambio
1894169083	cambio
287370902	cambio
265205363	cambio
377598815	cambio
2840847243	cambio
366400322	cambio
2573089525	cambio
303500621	cambio
743508613667381248	cambio
345517723	cambio
787451492	cambio
2232981872	cambio
344982979	cambios
1207759034	cameron
1182074978	cameron
1372266338	cameron
1002874176	camila
2762568465	camila
3404774584	camila
3215060941	camilo
2159807096	camilo
54122382	camilo
2608347727	caminando
255833345	caminata
3348425236	caminhos
2192612209	camino
365470755	camino
1694746945	camino
1862618425	camino
70804731	camino
305919063	camino
367365969	camino
43896804	camino
4107688907	camino
325871252	camino
2624342830	camino
430271228	camino
3020185499	camino
195583663	camino
465118522	camino
3010689082	camino
404584267	caminos
386185904	camiseta
424532780	camiseta
353408833	camiseta
71123010	camiseta
700803421394354176	camiseta
123422195	camiseta
85930961	camisetas
4190958729	camita
399870133	camita
2448291019	campamentaria
1935488797	campamentaria
141404112	campamentaria
162919393	campaña
885117830	campeones
311477330	campesinas
235370449	campestre
258490835	campestre
216030481	campestre
187363862	campeão
84467509	campeão
745406371445768192	campeón
376491191	campin
237493026	campo
209747820	campus
94634675	campusmayasquer
444071638	camuflaje
1697082883	camándula
42118566	can
1894169083	can
195240336	can
4190958729	can
602506633	can
430271228	can
3878575115	can
3099596735	canadá
613773998	canal
321144467	canal
458460568	canal
84467509	canal
1666319510	canal
263418736	canal
3012714072	canal
2582646811	canal
1185778536	canal
827423221	canal
178253123	canallada
458460568	canas
433762102	cancela
288966869	cancerígena
100109429	cancha
814473102	cancha
215005974	cancha
1385375114	cancha
480062174	canchas
87968677	canciller
2427554907	canciller
301187616	cancion
619294138	cancion
287729845	cancion
76034062	cancion
258429032	canciones
119942322	canciones
254277716	canciones
353408833	canciones
2917747035	canciones
165511213	canciones
561525268	canciones
379433675	canciones
196586872	canciones
80400081	canciones
91282238	canciones
32929654	canciones
805686648	canciones
637353878	canciones
187656959	canciones
177304651	canción
315918406	canción
46501688	canción
319848617	canción
283800261	canción
217483703	canción
430271228	canción
367365969	canción
1593948662	canción
612962481	canción
85930961	canción
1447333250	canción
3214576167	canción
965284226	canción
167147224	canción
2249400512	canción
3241429947	canción
455496696	canción
2448747546	canción
1292601914	canción
2198547954	canción
355756376	canción
104834449	canción
2294653875	canción
707049058851037184	canción
713335820	canción
779035748	canción
414288851	canción
258429032	canción
81016232	canción
219857705	canción
2428114045	candelas
2408079829	candelita
458460568	candidata
1094301498	candidatas
345517723	candidato
920592186	cangrejos
2178990775	canilla
2858061076	cansada
432969484	cansada
1218805825	cansada
38158578	cansada
149273299	cansada
994108628	cansado
1074592592	cansado
145893702	cansado
1587221360	cansado
309832058	cansancio
3878575115	cansancio
1592417383	cansancio
611995346	cansao
1218805825	canse
118901460	canserbero
2178990775	canserbero
430271228	canserbero
430271228	canserbero-llovia
612962481	canso
221913337	canso
2975968133	canso
140478307	canso
561525268	canso
3383281671	canso
2192612209	canso
2917747035	canso
966675986	canson
3161489278	cant
220057539	cant
280761069	cant
287729845	cantaba
67632483	cantaleta
1470922604	cantantes
53311422	cantar
178501603	cantar
174806285	cantar
315918406	cantarla
82660034	cantarles
3398157268	cantarte
1218805825	cante
230788749	cante
2463836414	cantidad
466125194	cantidad
199036935	cantina
332547748	cantinero
98385740	cantinflericos
1894169083	canto
315918406	canto
2671098944	cantora
433762102	cantou
332511662	cantttt
353877891	cantv
201515412	cantándome
85930961	canté
448504136	cantón
81341956	canye
87968677	caos
265205363	caos
2267308529	caos
318570666	caos
198203744	caos
53737124	caos
80731992	cap
182449794	capaaaaaaaaaai
26994290	capaces
3389996355	capaces
218595277	capachos
199036935	capachos
563215263	capacidad
146942129	capacidad
231567736	capacidades
26994290	capataz
2393164219	capaz
370912851	capaz
2496396426	caperucita
372604988	capeta
2165997138	capi
1398453500	capital
187595465	capital
107399407	capital
80731992	capitulazo
236204851	capitulo
700803421394354176	capo
2699454141	capo
700803421394354176	capos
172159885	capotar
239653537	capote
167626218	capricho
238003029	caprichoso
2163769756	capricornio
2939078896	capriles
124113068	capriles
523407066	capriles
1470922604	caprio
2294734330	capturas
88002260	capturas
1110501908	capture
1002874176	captures
613773998	capítulo
194811402	capítulos
536751550	capítulos
786196795	capítulos
2727699909	cara
254713363	cara
1383349206	cara
897750158	cara
353420634	cara
137460524	cara
54122382	cara
434665733	cara
154924080	cara
729285654736162816	cara
128072167	cara
1253203170	cara
127399472	cara
191093378	cara
3242804955	cara
331365183	cara
353877891	cara
356309419	cara
1470922604	cara
301187616	cara
2939078896	cara
129297832	cara
81341956	cara
814473102	cara
254277716	cara
182449794	cara
730856676	cara
2788919111	cara
297195168	cara
134128768	cara
318810740	cara
1689204817	cara
468660774	cara
141373547	carabobo
2825512643	carabobo
1207782566	carabobo
112163686	caracas
89618875	caracas
104332457	caracas
2192612209	caracas
486795235	caracas
1185748572	caracas
81788448	carachito
1182074978	caracteres
1372266338	caracteres
1185748572	caracteres
1359067658	caracteres
1180020318	caracteres
185466054	características
2696424289	carai
296353169	caraio
288966869	caraja
353877891	caraja
3191730642	caraja
991354440	carajito
739340490554892288	carajo
4160935539	carajo
353877891	carajo
1007217613	carajo
547166771	carajo
521647881	carajo
332547748	carajo
716692642499850242	carajos
184082267	caralho
288966869	caraotas
172159885	caras
1894169083	caras
1724082865	caras
162167203	caras
103367522	caras
1115183952	caravan
568397579	caravana
215005974	caravana
339715629	carcelero
2917747035	care
729285654736162816	care
2723601820	care
1664070661	carente
167626218	careverga
253369737	carga
1689204817	cargador
376491191	cargador
498501888	cargo
273170179	caribbean
2189049364	caribbean
68560860	caribe
3010689082	caribe
746002153718845441	caribe
318810740	caricia
722126887200419842	caricias
4160935539	caricias
3389996355	caricias
84467509	carinhoso
118901460	carinoso
15284940	carisma
1470922604	carismatica
956192024	carita
245952481	cariño
327627684	cariño
204552500	cariño
705061767106396160	cariño
906513870	cariño
1401053760	cariño
117292197	cariño
739585662	cariño
572643946	cariño
161064030	cariño
2420033737	cariño
76034062	cariño
374048810	carlos
1046610404	carlos
486795235	carlosfeijoooo
3878575115	carlsberg
381860705	carmen
282627859	carne
49723053	carne
353877891	carne
721099368573636608	carne
259099239	carne
386185904	carne
3161489278	carnevale
872232643	caro
619294138	caro
2939078896	caro
2294734330	carpeta
79849129	carpeta
339173600	carpeta
554009654	carpintero
554009654	carpintería
2400495200	carrapatos
2254142444	carrera
1185748572	carrera
3244312084	carrera
189697921	carrera
244343446	carretera
2939078896	carretera
17916058	carreño
840998341	carriela
3122975237	carro
265205363	carro
1078253940	carry
734572871574519809	carta
1898222191	carta
2397955464	carta
127911406	cartagena
135012750	cartagena
167907939	cartagena
187734248	cartagena
332547748	cartageneros
76034062	cartas
3010689082	cartel
2699454141	cartel
1301126714	carteras
409274122	cartica
173245752	cartola
529766027	cartoon
25738254	cartão
568397579	carácter
1385375114	carácter
2723022979	carácter
2696424289	caráter
98934100	casa
568512308	casa
1470922604	casa
107864004	casa
152873712	casa
183406792	casa
156104912	casa
3298753697	casa
201456694	casa
137783645	casa
1115183952	casa
444021369	casa
571288461	casa
201515412	casa
467096349	casa
18175617	casa
332309818	casa
107399407	casa
359534949	casa
814473102	casa
2854174625	casa
205704540	casa
180134157	casa
28923883	casa
339173600	casa
289679934	casa
96898947	casa
107598401	casa
268563415	casa
468660774	casa
2329472066	casa
1594660441	casa
376491191	casa
300876304	casa
1531507358	casa
356309419	casa
706904536724672512	casa
520845240	casa
3020185499	casa
214108891	casa
931025516	casa
461729333	casa
458460568	casa
141011813	casa
730206748687147008	casa
2192612209	casa
2405531431	casa
62845963	casa
193985565	casa
1094301498	casa
465162214	casa
589757252	casa
140658894	casa
1444035920	casa
387202749	casa
2593776893	casada
2931397085	casanova
160618267	casarse
288966869	casarte
1143014989	casas
412450134	casco
259099239	casco
3389996355	casco
2858061076	caseiro
52991811	casero
782648119	casio
1724082865	casita
1500356346	caso
172159885	caso
247499107	caso
405295514	caso
3504923536	caso
2396659537	caso
3081104615	caso
123020762	caso
182072135	caso
200327618	caso
390417714	casos
1500356346	casos
2400495200	caspa
739340490554892288	cassette
2835601896	casta
369758788	castañas
1311835567	castigada
197480113	castigame
2337013339	castigo
458460568	castigo
2674423714	casting
301187616	castle
1075267482	castro
2278275353	castro
739340490554892288	casual
1470922604	casual
2557516238	casual
109319246	casuales
258429032	casualidad
41001896	casualidad
93527668	casualidad
622033873	casualidad
3020185499	casualidad
710143398	casualidades
183731151	catatumbo
1663465602	cataño
602506633	catch
61732880	catwalk
263989782	catálogo
141404112	cauca
62520882	cauca
559415987	caucasia
1708694126	caujaro
149273299	causa
3214576167	causa
107864004	causa
130310377	causarnos
144641131	causas
1078253940	cause
230788749	cause
82490924	cause
745406371445768192	cauteruccio
1700709246	cave
318810740	cavernícolas
2788427104	cazadora
51545666	cazzo
363831960	caída
369758788	caída
201515412	caña
222208810	caña
2914151477	cañaveral
118205469	caño
706565063	cbra
706565063	cbros
194811402	cc
229169311	cc
14260426	cc
223478400	cc
194811402	ccc
722126887200419842	ccc
130399969	ccs
89543033	ccs
367365969	cd
458460568	cd
332309818	cdc
2486210340	cdg
284854817	cdi
258180430	cdla
153222812	cdla
172818772	cdla
2756042947	cdla
2949217277	cdpj
497902664	ce
259099239	cebolla
356309419	cegali
372558812	ceja
322203077	cejas
250420254	cejas
2825512643	cejas
4374118517	cejas
553909607	cejas
2727699909	cejas
395477576	cel
424532780	cel
1075267482	celac
458460568	celda
161084107	celebración
377070398	celebralo
200468038	celebremos
3243882225	celestemarie.jpg
2701795509	celestial
558223544	celo
379351789	celos
2982744855	celos
2788427104	celos
264431689	celos
1126193143	celos
321563663	celos
2604893709	celos
319848617	celos
264242099	celos
388012768	celos
2428114045	celos
619187590	celos
154962344	celos
406504287	celosa
1249747104	celosa
293171301	celosa
319848617	celoso
4160935539	celoso
4399964495	celosos
319848617	celosos
459428374	celso
221463656	celu
288966869	celula
1098891031	celular
2254145198	celular
2723601820	celular
339173600	celular
422762705	celular
2227470096	celular
807909320	celular
827423221	celular
2835601896	celular
351672327	celular
706565063	celular
2933222332	celular
2557864188	celular
278964400	cementerio
353420634	cementerio
373637530	cena
132608499	cena
106599613	cena
468660774	ceni
509791174	cenita
242509251	centavos
82020984	centenario
195227348	center
805686648	centrada
258180430	central
1362096025	centro
228619705	centro
105167856	centro
32913883	centro
901273962	centro
553791935	centro
1180020318	cepeda
75802035	cera
2188096355	cerati
495473556	cercana
458460568	cercana
60119896	cercanias
197973993	cercano
170561649	cerdo
3362845965	cerebro
200533872	cerebro
561525268	cerny
700803421394354176	cero
518955715	cero
117592799	cerrado
1311835567	cerrados
53311422	cerrados
2307434274	certas
367365969	certeza
356309419	certeza
40793105	certeza
2696424289	certeza
3348425236	certo
139614384	cervecería
291337988	cervecitas
109319246	cervecitas
2696424289	cerveja
145439133	cerveza
1218805825	cerveza
376491191	cerveza
402015385	cerveza
2233708496	cerveza
86849344	cerveza
27857734	cerveza
109319246	cerveza
160018980	cerveza
259099239	cervezas
57973448	cervezas
363990391	cervezas
536556415	cese
41001896	cha
257324318	cha
15284940	cha
716692642499850242	chaaaaannnn
716692642499850242	chaaannn
716692642499850242	chaaannnn
716692642499850242	chaann
1265488531	chacalita
1265488531	chacalitas
2463836414	chacao
294419466	chachoolmos
3383281671	chachoooooooooooooooooo
1359067658	chaderton
2696424289	chains
430271228	chaito
860731364	chama
3364444121	chama
1470922604	chama
792718956	chama
2443145500	chamas
117592799	chamba
2939078896	chamita
991354440	chamo
786196795	chamo
2400495200	chamo
168109534	chamois
231089160	chamoo
1144152842	champagne
1218805825	champions
260268494	chance
20803430	chance
2933222332	chance
230788749	chances
230864298	chances
188885751	chancleta
797725368	chandelier
2400495200	channel
1704924738	chantant
1664070661	chanyeol
702983386198110209	chao
445590046	chao
331365183	chao
76413736	chao
316087805	chao
1491585847	chao
353314853	chao
3416804495	chao
60119896	chao
201456694	chao
2696424289	chapado
206409557	chapatin
2428114045	chapiadoras
56023650	chapinero
1301126714	chaquetas
920762814	charger
230788749	charles
82490924	chasing
15284940	chat
860731364	chat
322203077	chat
2916320056	chat
2671098944	chato
77087638	chaturbate
253756902	chavela
4827701994	chavez
127399472	chavista
979636303	chavista
363966489	chavista-madurista
2408079829	chavistas
200327618	chch
1195996399	che
863300269	check
232729547	check
468660774	chefe
67124560	chega
282786413	chega
25738254	chegamos
356309419	chegar
372604988	chegou
700460021432393732	chegou
356309419	cheia
2307434274	cheio
172159885	cheio
55997879	cheiro
221495756	cheiro
2696424289	chemical
263465864	cheo
139614384	cherusker
109319246	chevechita
987905918	chevere
353408833	chevere
309264004	chevere
3020185499	chevere
145893702	chevere
332547748	cheveres
605013467	chica
2562442524	chica
2490434221	chica
187734248	chica
315421486	chica
188808865	chica
3518205617	chica
2389187166	chica
396117650	chicas
179710447	chicas
106599613	chicas
1218805825	chicha
385168048	chicha
3242429283	chicharrón
15284940	chichera
420762331	chicisimo
738933738004963328	chick
80035100	chicks
1838243006	chico
156104912	chico
34657878	chicos
1838243006	chicos
987783169	chicos
1401053760	chicuelo
2174924623	chido
137863892	chikidelicias
331508310	children
60119896	chile
737866815175569409	chile
448504136	chile
192403175	chili
3290865046	chilingggg
243447738	chilis
259087046	chill
15284940	chill
241638035	chill
4842491773	chill
229169311	chimba
434665733	chimba
454170098	chimba
517964376	chimba
332626891	chimba
1005632257	chimba
716295817	chimba
2525918616	chimbada
2701795509	chimbada
2393164219	chimbadaaaa
513800183	chimbita
137460524	chimbita
194829077	chimbo
149915311	chimbo
197973993	chimbo
539936195	chimbo
284854817	chimeneas
189421982	chimuelo
19057251	chinese
2428114045	chingabamos
3389996355	chingar
2428114045	chingas
605013467	chinguen
132608499	chino
1593948662	chino
1470922604	chino
1593948662	chinos
474229043	chinos
1500356346	chinos
2428114045	chip
101940422	chipi
2174703386	chipotle
584257125	chiqui
347565609	chiquita
354459765	chiquita
420762331	chiquita
4190958729	chiquito
167626218	chiro
605013467	chirri
106563510	chisme
4547962576	chisme
605013467	chisme
165511213	chismes
359534949	chismosos
1265488531	chiste
167626218	chiste
378315643	chiste
353420634	chiste
165511213	chiste
605013467	chiste
147358249	chiste
61222431	chiste
229739985	chistes
4190958729	chistes
424532780	chistoso
199762701	chistosooo
840998341	chistosos
458460568	chito
287540156	chitrelandia
178169405	chiwi
107864004	chocasso
837908755	chochal
717001750130065408	chochis
129297832	chochita
360657556	chochos
4547962576	chocolate
2546650490	chocolate
2861996363	chocolate
196868957	chocolate
288966869	chocolate
206473161	chocolate
2546650490	chocolateeee
206473161	chocolates
209747820	chocoramo
241733383	chofer
410861950	chofer
386185904	cholitas
2232981872	cholos
182449794	chopp
107864004	choque
197973993	choque
356309419	chora
363966489	choro
4594875691	chorrera
635520177	chorrito
2400495200	chris
2696424289	chris
331955801	chris
1059018210	chris
329197447	christ
60200134	chtulhu
83158652	chucha
54714148	chucho
4623563837	chuito
1892088300	chula
716692642499850242	chullss
1218805825	chulo
465666812	chumalitos
737866815175569409	chupa
723055328	chupelo
708511151613677568	chupeta
412450134	chupones
131912068	churismooo
2579133014	churo
552129188	churo
367365969	churo
2490434221	chusk
4827701994	chávez
145059995	chévere
486620917	chévere
49723053	chía
2699396568	chíviri
2696424289	ciao
4594875691	cias
2723022979	cibernética
2267308529	cicatrices
872232643	cicatrices
189697921	ciclismo
117592799	ciclo
2235560507	cicuco
2307434274	cidade
858800774	ciega
187656959	ciego
2495435042	ciela
63487335	cielo
195223776	cielo
221463656	cielo
123422195	cielo
2939078896	cielo
114293910	cielo
979807716	cielo
2835601896	cielo
253143199	cielo
2654304504	cielo
3010689082	cielo
288966869	cielo
1403892384	cielo
619294138	cielo
177959460	cielo
305288817	cielo
90989746	cielo
1206490566	cielo
1488466668	cielo
553909607	cielo
140539895	cielo
388012768	cielo
2835601896	cielo.para
619294138	cielos
1470922604	cielos
619294138	científicos
104044502	cierre
104834449	cierta
885525002	cierto
1573263488	cierto
122082087	cierto
1623881773	cierto
1881937298	cierto
190705291	cierto
2939078896	cierto
220230098	cierto
2192612209	cierto
62796429	cierto
265850729	cierto
182072135	cierto
731720311318646784	cierto
75828177	cierto
3503676735	cierto
3503676735	ciertoo
1900454335	cigarrillo
4190958729	cigarrilo
254277716	cigarro
901273962	cigarro
240429038	cigarros
439619170	cigarros
444021369	cigueña
457001651	cilantro
716692642499850242	cilloniz
60200134	cima
83708130	cima
1253203170	cima
554009654	cincel
1311835567	cinco
2232981872	cine
95669224	cine
2861996363	cine
631203244	cine
1470922604	cine
191093378	cine
95669224	cineco
721199744	cinema
2400495200	cinema
201276191	cinemark
77922986	cines
288076653	cinismo
458460568	cintura
258429032	cintura
705061767106396160	cintura
96627289	cinépolis
42118566	cipier
716295817	cipote
3398157268	circo
309993963	circo
26784897	circo
334754869	circulo
235580551	circunstancia
164457478	circunstancia
3166857461	cisco
2939078896	cita
805686648	cita
258429032	cita
619294138	citen
136165590	city
188147248	city
192934242	city
350366556	city
190039437	city
724963368772100102	city
42118566	city
97591527	city
807909320	ciudaa
242509251	ciudad
295389012	ciudad
49012211	ciudad
558222029	ciudad
140115668	ciudad
106599613	ciudad
291725846	ciudad
26784897	ciudad
413489627	ciudad
303500621	ciudadano
1110501908	ciudadanos
1075267482	ciudadanos
130310377	ciudadanos
1330504478	ciudadela
183731151	ciudadela
147358249	civil
274583629	civiles
299098466	clamor
156806312	clandestina
717547510538100736	clap
3761905815	clara
1010418474	clara
2551735963	claridad
1195996399	clarin
2324616624	clarker
265205363	claro
1976218345	claro
1218805825	claro
2463836414	claro
746556693824307200	claro
476921658	claro
472458010	claro
253737992	claroooooooo
265205363	claros
2996822488	claros
1499005789	claros
133868678	clase
448589375	clase
240940188	clase
120853774	clases
3244312084	clases
363831960	clases
2178423745	class
90475043	classes
554009654	clavarte
49012211	clayton
596744986	click
596744986	clicked
288491888	clima
214108891	clima
783513654	clima
3198496240	clipe
2227516212	clipe
154731237	clm
2463836414	cloaca
466125194	cloro
226395662	close
127911406	closed
3346943735	closet
716692642499850242	closet
53311422	closet
229352625	clouds
143265577	clouds
109126744	clouds
223211781	club
216030481	club
342233446	club
217515114	club
2864363461	club
385168048	club
241599738	club
901273962	club
405317166	clásico
201417086	clásicos
533353010	clínica
708511151613677568	cm
2400495200	cmg
1455240200	cn
2861996363	cnac
979636303	cne
194613229	cne
1941624355	cobardía
198002105	cobardía
2981567788	cobertor
434665733	cobijas
2448747546	cobijas
197468290	cobijas
180217114	cobijita
221463656	cobrarle
195583663	coca
1311835567	coca
303500621	coca
49139276	coca
3389996355	coca
167626218	coca
101677055	coca
542158065	coca-cola
2233708496	cocacola
288966869	cocada
2400495200	coceira
809931254	cocina
201515412	cocina
353877891	cocinanding
118205469	cocle
368429082	cocodrilo
4190958729	cocodrilo
3012714072	cocoli
1976218345	cocolí
3348425236	cocordo
1218805825	cocoro
3373573601	coeficiente
2835601896	coerente
284151262	cogiditos
1217543922	cogio
174307226	cogio
254713363	cohelo
322203077	coherencia
284307396	coincidencia
842874800	coincidência
2696424289	coisa
236382390	coisa
172159885	coisa
86461130	coisa
1478536394	coisa
3348425236	coisa
40689729	coisas
2671098944	coisas
2199823890	coisas
2307434274	coisas
468660774	coisas
271097551	coisas
708511151613677568	cojan
708511151613677568	cojia
3031756792	cojio
2443145500	cojonera
42118566	coke
280041274	col
101677055	cola
2931397085	cola
60200134	cola
1311835567	cola
373236545	cola
130277503	cola
167626218	cola
518132407	colachón
2178990775	colada
287729845	colarme
221629950	colas
354459765	colas
410861950	colchón
114355750	cold
333102982	cold
750148320	cold
917933833	coldplay
2835601896	cole
2593776893	coleccionábamos
107399407	colectivos
209240553	colega
328310934	colegas
4554116175	colegio
1470922604	colegio
556509016	colegio
1666774358	colegio
2272306278	colegio
2723022979	colegio
265205363	colegio
2178423745	colegio
730856676	colegio
2178423745	colegios
814473102	coles
258490835	colina
3389996355	colinas
2797214161	colmo
247490877	colmo
2192612209	colo
372604988	colo
3348425236	colocasem
2783254963	colombia
258429032	colombia
4826553718	colombia
369758788	colombia
21766334	colombia
143586195	colombia
278964400	colombia
73703821	colombia
2382745279	colombia
